ProduktID;Datum;PLZ;Einheiten;Umsatz;Land
475;2008-04-25;L5G;1;1085,9625;Kanada
826;2008-04-25;R3M;1;1013,1975;Kanada
409;2008-04-25;R3G;1;966,525;Kanada
976;2008-04-25;H2Y;1;346,4475;Kanada
976;2008-04-25;T2C;1;346,4475;Kanada
990;2008-04-25;T2A;1;435,6975;Kanada
2253;2008-04-25;T2X;1;133,8225;Kanada
2255;2008-04-25;V6A;1;57,6975;Kanada
2332;2008-04-25;T5H;1;498,6975;Kanada
605;2008-04-25;T6T;1;423,675;Kanada
635;2008-04-25;T6G;1;916,3875;Kanada
657;2008-04-25;V6T;1;934,7625;Kanada
2254;2008-04-25;V7Y;1;56,6475;Kanada
808;2008-04-25;R2G;1;330,6975;Kanada
976;2008-04-25;T2A;1;346,4475;Kanada
2331;2008-04-25;T2X;1;598,4475;Kanada
791;2008-04-25;V6G;1;68,1975;Kanada
2238;2008-04-25;V6E;1;128,5725;Kanada
2252;2008-04-25;T2X;1;133,8225;Kanada
993;2008-04-25;V5N;1;346,4475;Kanada
965;2008-04-25;V6Z;1;493,4475;Kanada
981;2008-04-25;V6M;1;162,6975;Kanada
993;2008-04-25;T6E;1;346,4475;Kanada
2255;2008-04-25;V7Y;1;56,6475;Kanada
2353;2008-04-25;T5H;1;440,9475;Kanada
650;2008-04-25;V7Y;1;515,2875;Kanada
826;2008-04-25;T2X;1;1013,1975;Kanada
1905;2008-04-25;T1Y;1;1042,0725;Kanada
2239;2008-04-25;V6E;1;128,5725;Kanada
551;2008-04-25;T5H;1;955,7625;Kanada
551;2008-04-25;T6E;1;955,7625;Kanada
792;2008-04-25;V6G;1;68,1975;Kanada
2254;2008-04-25;V6A;1;57,6975;Kanada
762;2008-04-26;V5Z;1;188,9475;Kanada
910;2008-04-26;T6G;1;446,1975;Kanada
977;2008-04-26;V6G;1;493,4475;Kanada
913;2008-04-26;V7Y;1;388,4475;Kanada
2056;2008-04-26;V6M;1;335,9475;Kanada
2064;2008-04-26;V6M;1;524,9475;Kanada
907;2008-04-26;T5Y;1;593,1975;Kanada
927;2008-04-26;R2C;1;472,4475;Kanada
1178;2008-04-26;T6S;1;587,9475;Kanada
2073;2008-04-26;V6M;1;356,9475;Kanada
557;2008-04-26;V6H;1;840,2625;Kanada
650;2008-04-26;V6H;1;515,2875;Kanada
778;2008-04-26;T5Y;1;121,7475;Kanada
2045;2008-04-26;V6M;1;461,9475;Kanada
580;2008-04-26;T6B;1;825,825;Kanada
777;2008-04-26;T5Y;1;121,7475;Kanada
993;2008-04-26;T5K;1;346,4475;Kanada
1053;2008-04-26;T6E;1;272,9475;Kanada
761;2008-04-26;V5Z;1;188,9475;Kanada
2359;2008-04-26;V6M;1;461,9475;Kanada
2269;2008-04-26;M6G;1;314,9475;Kanada
422;2008-04-26;M5X;1;918,4875;Kanada
993;2008-04-26;L5N;1;362,1975;Kanada
2045;2008-04-26;M6H;1;461,9475;Kanada
2047;2008-04-26;M6S;1;367,4475;Kanada
2055;2008-04-26;M5L;1;582,6975;Kanada
2090;2008-04-26;K1N;1;356,9475;Kanada
2045;2008-04-26;K2P;1;461,9475;Kanada
2090;2008-04-26;M5L;1;351,6975;Kanada
2064;2008-04-26;K1H;1;524,9475;Kanada
409;2008-04-26;M7Y;1;966,525;Kanada
686;2008-04-26;H1B;1;807,975;Kanada
907;2008-04-26;L5R;1;593,1975;Kanada
2055;2008-04-26;M4P;1;582,6975;Kanada
2056;2008-04-26;M6H;1;335,9475;Kanada
2086;2008-04-26;M7Y;1;230,9475;Kanada
2090;2008-04-26;M6S;1;356,9475;Kanada
2090;2008-04-26;H1B;1;349,0725;Kanada
432;2008-04-27;M6H;1;930,3;Kanada
572;2008-04-27;R3B;1;462,7875;Kanada
965;2008-04-27;R3T;1;503,9475;Kanada
2053;2008-04-27;M5P;1;338,5725;Kanada
551;2008-04-27;R3W;1;955,7625;Kanada
1226;2008-04-27;R3C;1;556,4475;Kanada
1198;2008-04-27;M5P;1;467,1975;Kanada
1187;2008-04-27;R3V;1;456,6975;Kanada
2092;2008-04-27;R3B;1;341,1975;Kanada
2354;2008-04-27;M6H;1;325,4475;Kanada
1178;2008-04-27;K1H;1;587,9475;Kanada
1994;2008-04-27;K1H;1;603,6975;Kanada
2334;2008-04-27;T5B;1;356,9475;Kanada
2391;2008-04-27;V5Z;1;771,6975;Kanada
1186;2008-04-27;T3G;1;383,1975;Kanada
2054;2008-04-27;T3G;1;577,4475;Kanada
1085;2008-04-27;T2C;1;89,1975;Kanada
1143;2008-04-27;T3G;1;556,4475;Kanada
551;2008-04-27;T2C;1;955,7625;Kanada
1186;2008-04-27;T2E;1;383,1975;Kanada
1987;2008-04-27;V7W;1;162,6975;Kanada
647;2008-04-27;T6J;1;934,7625;Kanada
2064;2008-04-27;T2J;1;524,9475;Kanada
581;2008-04-27;T5Y;1;1390,9875;Kanada
1086;2008-04-27;T2C;1;89,1975;Kanada
636;2008-04-27;T2J;1;922,95;Kanada
992;2008-04-28;V5K;1;299,1975;Kanada
93;2008-04-28;T1Y;1;1049,475;Kanada
510;2008-04-28;T6R;1;938,9625;Kanada
1320;2008-04-28;T5V;1;335,895;Kanada
2354;2008-04-28;T6E;1;314,9475;Kanada
675;2008-04-28;T6V;1;655,2;Kanada
816;2008-04-28;V6S;1;362,1975;Kanada
2223;2008-04-28;V6Z;1;236,1975;Kanada
2388;2008-04-28;V5X;1;314,9475;Kanada
981;2008-04-28;V6E;1;162,6975;Kanada
2222;2008-04-28;V6Z;1;236,1975;Kanada
2359;2008-04-28;V6J;1;451,4475;Kanada
2379;2008-04-28;T3G;1;183,6975;Kanada
475;2008-04-28;V6S;1;1085,9625;Kanada
927;2008-04-28;T5H;1;472,4475;Kanada
657;2008-04-28;T6G;1;934,7625;Kanada
2389;2008-04-28;V6J;1;870,45;Kanada
2396;2008-04-28;T3C;1;97,0725;Kanada
2412;2008-04-28;T6K;1;97,0725;Kanada
1319;2008-04-28;T5V;1;335,895;Kanada
2376;2008-04-28;T6E;1;671,9475;Kanada
965;2008-04-28;V6T;1;503,9475;Kanada
2331;2008-04-28;T6K;1;608,9475;Kanada
2402;2008-04-28;V6S;1;304,4475;Kanada
657;2008-04-28;T6V;1;934,7625;Kanada
660;2008-04-28;T6W;1;707,7;Kanada
826;2008-04-28;T6R;1;1013,1975;Kanada
981;2008-04-28;V7W;1;162,6975;Kanada
2331;2008-04-28;T6G;1;608,9475;Kanada
432;2008-04-28;V6T;1;930,3;Kanada
816;2008-04-28;R3C;1;362,1975;Kanada
2381;2008-04-28;M4E;1;629,9475;Kanada
2384;2008-04-28;M4E;1;656,1975;Kanada
990;2008-04-28;M4E;1;467,1975;Kanada
605;2008-04-28;L5G;1;423,675;Kanada
2269;2008-04-28;M4N;1;299,1975;Kanada
2355;2008-04-28;R3K;1;582,6975;Kanada
635;2008-04-28;M4E;1;916,3875;Kanada
993;2008-04-28;R3G;1;346,4475;Kanada
2380;2008-04-28;M5X;1;309,6975;Kanada
2045;2008-04-29;K1Y;1;461,9475;Kanada
2084;2008-04-29;M4Y;1;650,9475;Kanada
2055;2008-04-29;L5N;1;582,6975;Kanada
660;2008-04-29;L5T;1;707,7;Kanada
826;2008-04-29;M5K;1;1039,4475;Kanada
2073;2008-04-29;M5X;1;356,9475;Kanada
990;2008-04-29;L5V;1;451,4475;Kanada
2045;2008-04-29;H1G;1;461,9475;Kanada
2064;2008-04-29;K1H;1;524,9475;Kanada
2090;2008-04-29;M6H;1;356,9475;Kanada
976;2008-04-29;R3H;1;346,4475;Kanada
977;2008-04-29;M5X;1;509,1975;Kanada
1006;2008-04-29;M5L;1;94,4475;Kanada
2045;2008-04-29;M5S;1;461,9475;Kanada
927;2008-04-29;M4V;1;472,4475;Kanada
966;2008-04-29;M5S;1;488,1975;Kanada
993;2008-04-29;M5X;1;346,4475;Kanada
2045;2008-04-29;M4V;1;461,9475;Kanada
927;2008-04-29;V6G;1;472,4475;Kanada
993;2008-04-29;T2C;1;362,1975;Kanada
782;2008-04-29;V6H;1;105,9975;Kanada
965;2008-04-29;T6J;1;493,4475;Kanada
990;2008-04-29;V6G;1;451,4475;Kanada
793;2008-04-29;V6H;1;83,9475;Kanada
927;2008-04-29;V5W;1;472,4475;Kanada
927;2008-04-29;V5Z;1;472,4475;Kanada
735;2008-04-29;V6M;1;377,9475;Kanada
965;2008-04-29;T6E;1;509,1975;Kanada
2045;2008-04-29;V6R;1;461,9475;Kanada
2047;2008-04-29;V7W;1;367,4475;Kanada
2054;2008-04-29;T5K;1;577,4475;Kanada
794;2008-04-29;V6H;1;83,9475;Kanada
2055;2008-04-29;V6S;1;582,6975;Kanada
2086;2008-04-29;V6J;1;230,9475;Kanada
793;2008-04-29;V6M;1;78,6975;Kanada
2090;2008-04-29;V5Z;1;356,9475;Kanada
2099;2008-04-29;T6V;1;409,4475;Kanada
2144;2008-04-29;T3R;1;419,9475;Kanada
604;2008-04-29;V6R;1;525,7875;Kanada
736;2008-04-29;V6M;1;377,9475;Kanada
781;2008-04-29;V6H;1;105,9975;Kanada
794;2008-04-29;V6M;1;78,6975;Kanada
826;2008-04-29;V6M;1;1013,1975;Kanada
977;2008-04-29;T6J;1;488,1975;Kanada
2045;2008-04-29;T5G;1;461,9475;Kanada
2064;2008-04-29;T6G;1;524,9475;Kanada
2091;2008-04-29;V6N;1;167,9475;Kanada
2054;2008-04-29;T2G;1;577,4475;Kanada
2054;2008-04-29;T5B;1;577,4475;Kanada
977;2008-04-30;V7Y;1;509,1975;Kanada
2192;2008-04-30;T2S;1;217,8225;Kanada
2352;2008-04-30;T2X;1;372,6975;Kanada
2384;2008-04-30;V6Z;1;656,1975;Kanada
2387;2008-04-30;V6Z;1;503,9475;Kanada
2236;2008-04-30;T6J;1;178,4475;Kanada
993;2008-04-30;T6G;1;346,4475;Kanada
1454;2008-04-30;V5V;1;396,27;Kanada
2331;2008-04-30;T2X;4;2414,79;Kanada
2380;2008-04-30;T6V;1;304,4475;Kanada
2212;2008-04-30;T2C;2;178,395;Kanada
2222;2008-04-30;T1Y;1;236,1975;Kanada
2354;2008-04-30;T3G;1;377,9475;Kanada
686;2008-04-30;T2L;1;807,975;Kanada
2213;2008-04-30;T2C;2;178,395;Kanada
2223;2008-04-30;T1Y;1;236,1975;Kanada
2286;2008-04-30;T2X;1;708,6975;Kanada
1453;2008-04-30;V5V;1;396,27;Kanada
993;2008-04-30;V6T;1;346,4475;Kanada
2237;2008-04-30;T6J;1;178,4475;Kanada
2331;2008-04-30;T6G;1;593,1975;Kanada
2225;2008-04-30;R3H;1;60,3225;Kanada
2255;2008-04-30;M5X;2;113,295;Kanada
2236;2008-04-30;R3G;1;178,4475;Kanada
2353;2008-04-30;R3T;1;446,1975;Kanada
2391;2008-04-30;M4E;1;734,9475;Kanada
2224;2008-04-30;R3V;1;60,3225;Kanada
2331;2008-04-30;R3B;1;593,1975;Kanada
2385;2008-04-30;R3G;1;775,95;Kanada
993;2008-04-30;L5N;1;362,1975;Kanada
2224;2008-04-30;R3H;1;60,3225;Kanada
2225;2008-04-30;R3V;1;60,3225;Kanada
2254;2008-04-30;M5X;2;113,295;Kanada
2359;2008-04-30;R3M;1;461,9475;Kanada
2376;2008-04-30;M6H;1;671,9475;Kanada
2237;2008-04-30;R3G;1;178,4475;Kanada
2354;2008-04-30;M4V;1;367,4475;Kanada
445;2008-05-01;M6P;1;938,7;Kanada
1124;2008-05-01;K1R;1;671,9475;Kanada
650;2008-05-01;V6Z;1;515,2875;Kanada
1053;2008-05-01;T6E;1;272,9475;Kanada
600;2008-05-01;V5Y;1;787,7625;Kanada
475;2008-05-01;V5X;1;1085,9625;Kanada
557;2008-05-01;V6G;1;840,2625;Kanada
2388;2008-05-01;T2J;1;314,9475;Kanada
2090;2008-05-01;T2J;1;356,9475;Kanada
2053;2008-05-01;T2X;1;338,5725;Kanada
2073;2008-05-01;V7W;1;362,1975;Kanada
2086;2008-05-01;T2C;1;230,9475;Kanada
586;2008-05-01;M6S;1;378,7875;Kanada
635;2008-05-01;H1B;1;916,3875;Kanada
1223;2008-05-01;K2P;1;383,1975;Kanada
2064;2008-05-01;R3V;1;524,9475;Kanada
2199;2008-05-01;R3W;1;196,8225;Kanada
1191;2008-05-01;M4E;1;265,0725;Kanada
1155;2008-05-01;M5C;1;446,1975;Kanada
1175;2008-05-01;L5N;1;603,6975;Kanada
1178;2008-05-01;R3T;1;587,9475;Kanada
657;2008-05-01;M6S;1;934,7625;Kanada
2054;2008-05-01;R3X;1;577,4475;Kanada
409;2008-05-01;M7Y;1;966,525;Kanada
422;2008-05-01;L4X;1;918,4875;Kanada
422;2008-05-01;M6H;1;918,4875;Kanada
2045;2008-05-01;R3M;1;461,9475;Kanada
586;2008-05-02;L5N;1;378,7875;Kanada
572;2008-05-02;M4V;1;462,7875;Kanada
1434;2008-05-02;L5R;1;346,395;Kanada
635;2008-05-02;K1R;1;916,3875;Kanada
1899;2008-05-02;L5R;1;918,6975;Kanada
418;2008-05-02;M5X;1;902,7375;Kanada
641;2008-05-02;L5P;1;850,7625;Kanada
1175;2008-05-02;L5N;1;603,6975;Kanada
225;2008-05-02;L5R;1;760,9875;Kanada
641;2008-05-02;M4Y;1;850,7625;Kanada
1433;2008-05-02;L5R;1;346,395;Kanada
2332;2008-05-02;V7X;1;488,1975;Kanada
1915;2008-05-02;V6T;1;472,4475;Kanada
1214;2008-05-02;T6G;1;682,4475;Kanada
409;2008-05-02;V6R;1;966,525;Kanada
635;2008-05-02;T6J;1;916,3875;Kanada
1226;2008-05-02;T5V;1;566,9475;Kanada
2090;2008-05-02;T5X;1;351,6975;Kanada
1186;2008-05-02;T6G;1;383,1975;Kanada
1182;2008-05-03;T6E;1;157,4475;Kanada
8;2008-05-03;V6E;1;471,975;Kanada
551;2008-05-03;T2C;1;955,7625;Kanada
1226;2008-05-03;T5K;1;556,4475;Kanada
396;2008-05-03;V6Z;1;945,2625;Kanada
409;2008-05-03;V6S;1;966,525;Kanada
1175;2008-05-03;T6G;1;603,6975;Kanada
1191;2008-05-03;T6E;1;265,0725;Kanada
660;2008-05-03;L5N;1;707,7;Kanada
782;2008-05-03;R3H;1;102,3225;Kanada
438;2008-05-03;K1R;1;954,7125;Kanada
647;2008-05-03;R2V;1;934,7625;Kanada
1129;2008-05-03;L5N;1;446,1975;Kanada
781;2008-05-03;R3H;1;102,3225;Kanada
2345;2008-05-03;R3G;1;435,6975;Kanada
605;2008-05-04;L5P;1;423,675;Kanada
604;2008-05-04;L5R;1;525,7875;Kanada
604;2008-05-04;K1Y;1;525,7875;Kanada
2091;2008-05-04;L5P;1;165,3225;Kanada
2380;2008-05-04;L5R;1;304,4475;Kanada
515;2008-05-04;T6G;1;550,9875;Kanada
778;2008-05-04;T5B;1;121,7475;Kanada
966;2008-05-04;V6C;1;488,1975;Kanada
993;2008-05-04;V6J;1;346,4475;Kanada
2054;2008-05-04;R2J;1;577,4475;Kanada
2332;2008-05-04;T5W;2;971,145;Kanada
475;2008-05-04;V6S;1;1085,9625;Kanada
777;2008-05-04;T5B;1;121,7475;Kanada
409;2008-05-04;T5K;2;1933,05;Kanada
435;2008-05-04;R2G;1;1679,7375;Kanada
2355;2008-05-04;V5X;1;582,6975;Kanada
2286;2008-05-05;T2X;1;708,6975;Kanada
2379;2008-05-05;T2X;1;183,6975;Kanada
2219;2008-05-05;V6Z;1;141,6975;Kanada
1053;2008-05-05;T6G;1;272,9475;Kanada
2239;2008-05-05;V6Z;1;128,5725;Kanada
2376;2008-05-05;T6S;1;671,9475;Kanada
965;2008-05-05;T6M;1;488,1975;Kanada
2218;2008-05-05;V6Z;1;141,6975;Kanada
2238;2008-05-05;V6Z;1;128,5725;Kanada
2396;2008-05-05;V6S;1;97,0725;Kanada
2412;2008-05-05;T2X;1;97,0725;Kanada
2295;2008-05-05;R3V;1;908,1975;Kanada
409;2008-05-05;H2Z;1;966,525;Kanada
760;2008-05-05;M4P;1;157,4475;Kanada
965;2008-05-05;R3G;1;509,1975;Kanada
409;2008-05-05;K1K;1;966,525;Kanada
965;2008-05-05;M4R;1;509,1975;Kanada
475;2008-05-05;R3B;1;1085,9625;Kanada
2380;2008-05-05;R3X;1;309,6975;Kanada
759;2008-05-05;M4P;1;157,4475;Kanada
432;2008-05-06;R3G;1;930,3;Kanada
913;2008-05-06;M6S;1;388,4475;Kanada
2055;2008-05-06;R3G;1;582,6975;Kanada
2056;2008-05-06;R3N;1;335,9475;Kanada
445;2008-05-06;R3H;1;938,7;Kanada
499;2008-05-06;R3V;1;978,8625;Kanada
551;2008-05-06;R3H;1;955,7625;Kanada
475;2008-05-06;L5N;1;1085,9625;Kanada
760;2008-05-06;V6Z;1;157,4475;Kanada
396;2008-05-06;T6E;1;945,2625;Kanada
759;2008-05-06;V6Z;1;157,4475;Kanada
499;2008-05-07;T6R;1;978,8625;Kanada
2180;2008-05-07;M4E;1;414,6975;Kanada
499;2008-05-07;L5R;1;978,8625;Kanada
2218;2008-05-08;M5X;1;144,3225;Kanada
2253;2008-05-08;M5X;1;133,8225;Kanada
2387;2008-05-08;V6Z;1;514,4475;Kanada
445;2008-05-08;V7Y;1;938,7;Kanada
636;2008-05-08;R2P;1;922,95;Kanada
2391;2008-05-08;V5X;1;734,9475;Kanada
660;2008-05-08;T3G;1;707,7;Kanada
1226;2008-05-08;R2G;1;556,4475;Kanada
2252;2008-05-08;M5X;1;133,8225;Kanada
2219;2008-05-08;M5X;1;144,3225;Kanada
2353;2008-05-08;M7Y;1;446,1975;Kanada
409;2008-05-08;M4V;1;966,525;Kanada
826;2008-05-09;M6P;1;1144,4475;Kanada
2084;2008-05-09;L5J;1;650,9475;Kanada
2380;2008-05-09;R3E;1;293,9475;Kanada
1175;2008-05-09;R3T;1;603,6975;Kanada
635;2008-05-09;K2P;1;916,3875;Kanada
985;2008-05-09;M5X;1;734,9475;Kanada
793;2008-05-09;R3V;1;83,9475;Kanada
907;2008-05-09;M4N;1;593,1975;Kanada
491;2008-05-09;M5X;1;943,95;Kanada
794;2008-05-09;R3V;1;83,9475;Kanada
826;2008-05-09;R3V;1;997,4475;Kanada
913;2008-05-09;T3R;1;372,6975;Kanada
2236;2008-05-09;T5W;1;178,4475;Kanada
2255;2008-05-09;V6T;1;57,6975;Kanada
819;2008-05-09;T3G;1;1196,9475;Kanada
1231;2008-05-09;V5M;1;761,1975;Kanada
2237;2008-05-09;T5W;1;178,4475;Kanada
2254;2008-05-09;V6T;1;57,6975;Kanada
581;2008-05-09;V5W;1;1390,9875;Kanada
551;2008-05-09;T2J;1;955,7625;Kanada
927;2008-05-09;T2C;1;472,4475;Kanada
977;2008-05-09;T6B;1;509,1975;Kanada
1227;2008-05-10;R3T;2;640,395;Kanada
432;2008-05-10;R3V;1;930,3;Kanada
927;2008-05-10;M6H;1;472,4475;Kanada
595;2008-05-10;L5N;1;760,2;Kanada
1098;2008-05-10;R3N;1;309,6975;Kanada
1215;2008-05-10;R3V;1;343,8225;Kanada
2332;2008-05-10;L5P;1;446,1975;Kanada
409;2008-05-10;R3B;1;966,525;Kanada
1097;2008-05-10;R3N;1;309,6975;Kanada
2275;2008-05-10;R3W;1;362,1975;Kanada
2389;2008-05-10;R3N;1;870,45;Kanada
409;2008-05-10;V6N;1;966,525;Kanada
733;2008-05-10;V6A;1;351,6975;Kanada
1086;2008-05-10;T2C;1;89,1975;Kanada
2224;2008-05-10;R2C;1;60,3225;Kanada
778;2008-05-10;V5W;1;121,7475;Kanada
2381;2008-05-10;V6T;1;629,9475;Kanada
491;2008-05-10;T3C;1;943,95;Kanada
2225;2008-05-10;R2C;1;60,3225;Kanada
2402;2008-05-10;R2K;1;304,4475;Kanada
551;2008-05-10;T6G;1;955,7625;Kanada
604;2008-05-10;T6V;1;525,7875;Kanada
604;2008-05-10;V5X;1;525,7875;Kanada
734;2008-05-10;V6A;1;351,6975;Kanada
967;2008-05-10;T6W;1;724,4475;Kanada
777;2008-05-10;V5W;1;121,7475;Kanada
1215;2008-05-10;R2R;1;341,1975;Kanada
1229;2008-05-10;R3T;1;257,1975;Kanada
1115;2008-05-10;L5R;1;356,9475;Kanada
930;2008-05-10;V6S;1;551,1975;Kanada
1085;2008-05-10;T2C;1;89,1975;Kanada
1178;2008-05-10;T6J;1;587,9475;Kanada
445;2008-05-10;T2J;1;938,7;Kanada
396;2008-05-11;V6J;1;945,2625;Kanada
990;2008-05-11;T5H;1;435,6975;Kanada
1878;2008-05-11;V6H;1;813,6975;Kanada
2090;2008-05-11;V6R;1;351,6975;Kanada
2047;2008-05-11;T3A;1;367,4475;Kanada
2224;2008-05-11;M7Y;2;120,645;Kanada
816;2008-05-11;L5T;1;362,1975;Kanada
993;2008-05-11;M4V;1;346,4475;Kanada
1920;2008-05-11;R3G;1;267,6975;Kanada
2016;2008-05-11;R3G;1;312,3225;Kanada
965;2008-05-11;M4N;1;488,1975;Kanada
976;2008-05-11;R2V;1;346,4475;Kanada
1965;2008-05-11;R3G;1;89,1975;Kanada
1002;2008-05-11;L5R;1;288,6975;Kanada
965;2008-05-11;T6R;1;493,4475;Kanada
1008;2008-05-11;R2C;1;278,1975;Kanada
1124;2008-05-11;T6G;1;671,9475;Kanada
644;2008-05-11;V6M;1;903,2625;Kanada
965;2008-05-11;V6H;1;509,1975;Kanada
966;2008-05-11;V6T;1;493,4475;Kanada
977;2008-05-11;T5K;1;509,1975;Kanada
1916;2008-05-11;R3H;1;288,6975;Kanada
955;2008-05-11;M4V;1;792,6975;Kanada
1964;2008-05-11;R3G;1;89,1975;Kanada
2086;2008-05-11;R3G;1;230,9475;Kanada
2225;2008-05-11;M7Y;2;120,645;Kanada
977;2008-05-11;V5Z;1;509,1975;Kanada
2054;2008-05-11;T6K;1;577,4475;Kanada
650;2008-05-11;V6Z;1;515,2875;Kanada
1182;2008-05-11;V6A;1;157,4475;Kanada
2269;2008-05-12;V6H;1;325,4475;Kanada
966;2008-05-12;V5T;1;488,1975;Kanada
976;2008-05-12;T6R;1;346,4475;Kanada
1217;2008-05-12;T6R;1;577,4475;Kanada
2359;2008-05-12;V5Z;1;440,9475;Kanada
557;2008-05-12;V6R;1;840,2625;Kanada
604;2008-05-12;T6T;1;525,7875;Kanada
2090;2008-05-12;V6G;1;356,9475;Kanada
2332;2008-05-12;V6H;1;498,6975;Kanada
2387;2008-05-12;V5W;1;503,9475;Kanada
2354;2008-05-12;T6V;1;377,9475;Kanada
977;2008-05-12;V6H;1;488,1975;Kanada
981;2008-05-12;R2G;1;162,6975;Kanada
475;2008-05-12;K1R;1;1085,9625;Kanada
733;2008-05-12;M6H;1;351,6975;Kanada
907;2008-05-12;R3S;1;577,4475;Kanada
927;2008-05-12;V7M;1;472,4475;Kanada
965;2008-05-12;V6Z;1;509,1975;Kanada
993;2008-05-12;V6J;1;346,4475;Kanada
2412;2008-05-12;M5S;1;97,0725;Kanada
976;2008-05-12;M6H;1;320,1975;Kanada
808;2008-05-12;M6H;2;661,395;Kanada
2067;2008-05-12;L5J;1;551,1975;Kanada
2090;2008-05-12;K1Y;1;351,6975;Kanada
927;2008-05-12;M4E;1;472,4475;Kanada
409;2008-05-12;H1B;1;966,525;Kanada
734;2008-05-12;M6H;1;351,6975;Kanada
2359;2008-05-12;R2W;1;440,9475;Kanada
778;2008-05-13;M6G;1;121,7475;Kanada
409;2008-05-13;M4Y;1;966,525;Kanada
777;2008-05-13;M6G;1;121,7475;Kanada
92;2008-05-13;L4X;1;987;Kanada
650;2008-05-13;T6T;1;515,2875;Kanada
604;2008-05-13;V5Z;1;525,7875;Kanada
605;2008-05-14;T6M;1;423,675;Kanada
1175;2008-05-15;M5R;1;603,6975;Kanada
1340;2008-05-15;R3V;1;241,395;Kanada
1187;2008-05-15;L4Z;1;456,6975;Kanada
965;2008-05-15;R3C;1;509,1975;Kanada
1339;2008-05-15;R3V;1;241,395;Kanada
797;2008-05-15;M5P;1;335,9475;Kanada
1178;2008-05-15;R3G;1;587,9475;Kanada
2343;2008-05-15;M5P;1;477,6975;Kanada
1120;2008-05-15;T5W;1;175,8225;Kanada
2054;2008-05-15;V6M;1;577,4475;Kanada
2332;2008-05-15;T2X;1;488,1975;Kanada
1058;2008-05-15;T6E;1;136,4475;Kanada
1213;2008-05-15;T6G;1;503,9475;Kanada
2056;2008-05-15;T3G;1;335,9475;Kanada
409;2008-05-15;T2L;1;966,525;Kanada
475;2008-05-15;V6Z;1;1085,9625;Kanada
1052;2008-05-15;V6H;1;246,6975;Kanada
2352;2008-05-15;V6S;1;372,6975;Kanada
1226;2008-05-15;T6G;1;556,4475;Kanada
1057;2008-05-15;T6E;1;136,4475;Kanada
2045;2008-05-15;T6B;1;461,9475;Kanada
475;2008-05-16;V6H;1;1085,9625;Kanada
2237;2008-05-16;T6E;1;178,4475;Kanada
409;2008-05-16;T6G;1;966,525;Kanada
2224;2008-05-16;V6B;1;60,3225;Kanada
2275;2008-05-16;T2C;1;372,6975;Kanada
475;2008-05-16;V5Z;1;1085,9625;Kanada
635;2008-05-16;R2L;1;916,3875;Kanada
650;2008-05-16;V5X;1;515,2875;Kanada
396;2008-05-16;T5C;1;945,2625;Kanada
2066;2008-05-16;V6S;1;372,6975;Kanada
641;2008-05-16;T6E;1;850,7625;Kanada
910;2008-05-16;T2K;1;435,6975;Kanada
1878;2008-05-16;T2X;1;813,6975;Kanada
2331;2008-05-16;L5G;1;598,4475;Kanada
432;2008-05-16;M6S;1;923,7375;Kanada
992;2008-05-16;H1B;1;299,1975;Kanada
2055;2008-05-16;K1K;1;582,6975;Kanada
2352;2008-05-16;M4V;1;372,6975;Kanada
965;2008-05-16;R3B;1;509,1975;Kanada
2055;2008-05-16;T2C;1;582,6975;Kanada
2225;2008-05-16;V6B;1;60,3225;Kanada
981;2008-05-16;T2A;1;162,6975;Kanada
2236;2008-05-16;T6E;1;178,4475;Kanada
2354;2008-05-16;V5X;1;325,4475;Kanada
2388;2008-05-16;V7R;1;314,9475;Kanada
551;2008-05-16;V7M;1;955,7625;Kanada
686;2008-05-16;T3C;1;807,975;Kanada
2331;2008-05-16;V6J;2;1186,395;Kanada
681;2008-05-16;K1Y;1;775,95;Kanada
224;2008-05-16;M5L;1;655,9875;Kanada
432;2008-05-16;M4E;1;930,3;Kanada
689;2008-05-16;K1K;1;357,7875;Kanada
927;2008-05-16;R3E;1;472,4475;Kanada
2073;2008-05-16;L5N;1;354,3225;Kanada
2332;2008-05-16;L5P;1;498,6975;Kanada
551;2008-05-16;M4N;1;955,7625;Kanada
600;2008-05-16;M6P;1;787,7625;Kanada
604;2008-05-16;M5R;1;525,7875;Kanada
409;2008-05-16;K2P;1;966,525;Kanada
635;2008-05-16;M7Y;1;916,3875;Kanada
976;2008-05-16;R3H;1;335,9475;Kanada
965;2008-05-17;R3H;1;503,9475;Kanada
1187;2008-05-17;H1B;1;456,6975;Kanada
1217;2008-05-17;L4Y;1;587,9475;Kanada
2353;2008-05-17;L5N;1;430,4475;Kanada
660;2008-05-17;L5T;1;707,7;Kanada
2058;2008-05-17;H1B;1;267,6975;Kanada
990;2008-05-17;T5G;1;446,1975;Kanada
965;2008-05-17;T5H;1;488,1975;Kanada
2384;2008-05-17;T6R;1;656,1975;Kanada
641;2008-05-17;V6M;1;850,7625;Kanada
977;2008-05-17;K1R;1;488,1975;Kanada
409;2008-05-17;L5T;1;966,525;Kanada
2099;2008-05-17;M7Y;1;409,4475;Kanada
993;2008-05-17;R3K;1;346,4475;Kanada
2045;2008-05-17;M4V;1;461,9475;Kanada
977;2008-05-17;R3V;1;509,1975;Kanada
1203;2008-05-17;V6S;1;330,6975;Kanada
1443;2008-05-17;V5W;1;112,77;Kanada
2354;2008-05-17;V6G;1;314,9475;Kanada
